Produccion,Hours,Demanda
12627,17,18343
12827,18,18493
12286,19,18114
12057,20,17819
12019,21,17130
11573,22,16690
11291,23,15122
11068,24,14053
10046,1,11565
9573,2,10679
9169,3,9753
9191,4,9608
9852,5,10063
10489,6,11217
10638,7,12673
10885,8,14234
11125,9,15610
11178,10,17109
10953,11,18176
11191,12,18308
11378,13,18296
11378,14,18469
11561,15,18477
11715,16,18514
11966,17,19128
12284,18,19311
12230,19,18911
12202,20,18737
12110,21,17983
11869,22,17749
11542,23,16197
11385,24,14930
10603,1,12733
10127,2,12073
9691,3,10824
9560,4,10180
9904,5,10986
10276,6,12297
10599,7,14194
10800,8,15537
11166,9,16657
11452,10,17142
11732,11,17425
11922,12,17592
12034,13,18004
12170,14,18996
12127,15,18833
12070,16,19051
12610,17,19043
12887,18,19331
12664,19,19676
12382,20,19621
12104,21,18832
11676,22,18120
11283,23,16992
11156,24,15304
10157,1,13561
9565,2,12559
9471,3,11692
9457,4,11315
9978,5,11735
10900,6,12572
11841,7,14271
12105,8,16147
12196,9,17357
12292,10,18406
12367,11,18715
12792,12,19152
12850,13,19430
12849,14,19488
12808,15,19552
12762,16,19140
12913,17,20300
12975,18,19934
12995,19,20161
12931,20,19697
12533,21,18655
12449,22,18454
12144,23,17195
11854,24,15893
10743,1,13096
10207,2,11644
9906,3,10768
9741,4,10560
10360,5,11183
11052,6,13115
11218,7,15390
11390,8,16394
11572,9,17247
11602,10,17997
11722,11,18599
11919,12,18960
11929,13,19028
12087,14,19230
12242,15,18948
12505,16,18980
12858,17,19567
12711,18,19897
12623,19,19373
12690,20,18912
12516,21,18366
12490,22,17934
12221,23,17171
11994,24,16022
10494,1,12496
9979,2,11309
9743,3,10552
9781,4,10209
10608,5,10941
11708,6,12720
12218,7,14378
12409,8,15587
12616,9,16605
12612,10,18127
12666,11,18241
12531,12,18558
12561,13,18616
12524,14,18812
12434,15,19036
12818,16,18876
13038,17,19813
12990,18,19976
13072,19,19808
12980,20,19496
12876,21,18769
12879,22,18210
12642,23,17155
12317,24,16045
11089,1,12906
10196,2,11483
9760,3,10552
9802,4,10539
10602,5,11277
11810,6,13015
11990,7,15331
12129,8,16646
12577,9,17485
12658,10,17924
12697,11,17948
12751,12,18234
12677,13,18092
12566,14,18474
12597,15,18296
12852,16,18567
13172,17,19334
13162,18,19387
13197,19,19266
13162,20,18911
12995,21,18308
12869,22,18041
12360,23,16854
11974,24,15479
10956,1,12522
10445,2,11295
9827,3,10642
9751,4,10480
10399,5,11198
11519,6,12392
12352,7,13982
12831,8,15345
12961,9,17233
12972,10,18334
13100,11,18597
13386,12,19237
13446,13,19441
13356,14,19289
13547,15,19395
13799,16,19036
13954,17,19549
13950,18,20055
13739,19,19796
13586,20,19241
13429,21,18684
13183,22,17988
12868,23,16645
12328,24,15600
10981,1,12310
10350,2,11125
9972,3,10388
10001,4,10308
10806,5,10885
11637,6,12300
12652,7,14134
12932,8,15889
12928,9,17098
12911,10,17911
12851,11,18314
13161,12,19510
13389,13,19291
13508,14,19199
13668,15,19421
13710,16,19073
14124,17,19874
14247,18,20374
14143,19,19750
14088,20,19326
13929,21,18830
13566,22,18085
12938,23,16489
12220,24,15399
10914,1,12335
10366,2,11297
10092,3,10693
9964,4,10659
10645,5,11316
11774,6,13109
12317,7,15307
11919,8,16675
11971,9,17388
12222,10,18173
12434,11,18606
12614,12,18802
12810,13,18868
12792,14,19001
12926,15,18771
12886,16,19094
12875,17,19635
12963,18,20027
13133,19,19699
13101,20,19416
12981,21,18527
12884,22,18065
12907,23,16748
12589,24,15609
11334,1,12747
10582,2,11635
10103,3,10795
10035,4,10633
11051,5,11563
12021,6,13597
12694,7,15287
12930,8,16555
12766,9,17373
12860,10,18113
12857,11,18465
12853,12,18739
13063,13,18764
13135,14,18907
13146,15,18819
13327,16,18709
13821,17,19597
13900,18,19970
13942,19,20005
14012,20,19899
13749,21,19370
13371,22,18847
12927,23,17415
12690,24,15838
11434,1,12540
10707,2,11310
10238,3,10851
10201,4,10842
11012,5,11831
12209,6,13232
12636,7,15238
12777,8,16956
12892,9,16829
12623,10,18173
12840,11,18824
13051,12,19192
13003,13,19260
12679,14,18929
13022,15,19054
13717,16,18957
14357,17,19875
14335,18,20618
14270,19,20271
13993,20,19878
13610,21,19145
13283,22,18271
13007,23,17206
12403,24,15745
10915,1,12767
10153,2,11430
9713,3,10791
9834,4,10701
10451,5,11614
11479,6,13005
11998,7,14469
11886,8,15867
11763,9,17312
11740,10,17822
11988,11,18187
12249,12,18498
12637,13,18149
12574,14,17904
12602,15,18354
12662,16,18276
12700,17,19183
12446,18,19876
12268,19,19844
12038,20,19399
11873,21,18842
11860,22,18319
11635,23,16478
11185,24,14964
10490,1,12226
9878,2,11136
9716,3,10413
9729,4,10344
10328,5,11224
10981,6,12523
11296,7,14785
11669,8,16051
11944,9,16971
11804,10,17363
11769,11,17939
11848,12,18209
11983,13,18533
11932,14,18284
12014,15,18510
12081,16,18520
12201,17,19197
12399,18,19051
12510,19,18950
12404,20,18314
12195,21,17602
12148,22,17739
11862,23,16352
11569,24,14904
10951,1,11921
10299,2,11037
9743,3,10561
9704,4,10332
10432,5,11009
11183,6,11756
11517,7,13323
11702,8,15357
11735,9,16344
11497,10,16740
11460,11,17056
11854,12,17906
11779,13,17852
11552,14,17756
11677,15,17799
11973,16,17777
12443,17,18610
12511,18,19142
12328,19,19227
12253,20,18746
12322,21,18210
12067,22,17642
11711,23,16534
11711,24,15220
10556,1,12871
10090,2,11608
9803,3,10583
9992,4,10302
10608,5,11024
11257,6,12459
11485,7,14212
11776,8,15653
11701,9,17167
11546,10,17680
11394,11,17967
11636,12,18415
11822,13,18446
11824,14,18241
11784,15,18452
11862,16,18639
12038,17,19411
12133,18,19989
12199,19,19707
12106,20,19344
12129,21,18773
11913,22,18222
11732,23,17021
11674,24,16138
10925,1,12839
10593,2,11883
10138,3,11267
10054,4,11104
10546,5,11574
10757,6,12717
11034,7,14847
11111,8,16504
11376,9,17373
11577,10,17934
11558,11,18262
11539,12,18659
11704,13,18961
11801,14,18580
11856,15,18748
11927,16,18838
12056,17,19489
12176,18,20073
12153,19,19979
12017,20,19569
11984,21,19147
11968,22,18456
11905,23,17439
11680,24,16355
10749,1,13106
10327,2,11936
9959,3,11129
9845,4,10928
10629,5,11590
11398,6,12695
11980,7,14153
11950,8,15619
11925,9,16925
11675,10,18086
11865,11,18565
12033,12,18814
12146,13,19360
12133,14,19454
12238,15,19316
12196,16,19140
12290,17,19951
12310,18,20127
12364,19,19856
12044,20,19549
12067,21,18902
12155,22,18554
12061,23,17810
11855,24,16647
11465,1,12885
10787,2,11710
10170,3,10739
10100,4,10495
10628,5,11286
11297,6,13014
11509,7,15124
11740,8,16424
11794,9,17063
11799,10,17342
11872,11,18196
12036,12,18502
12104,13,19166
12273,14,18973
12186,15,19035
12226,16,18995
12693,17,19536
12825,18,20085
12731,19,19936
12493,20,19304
11917,21,18956
11605,22,18276
11332,23,17056
11425,24,16185
10894,1,13335
10500,2,11876
10331,3,11000
10125,4,10810
10814,5,11238
11534,6,12623
11662,7,14384
11618,8,15680
11318,9,17345
11150,10,18158
11555,11,18612
11806,12,19678
12062,13,19966
12033,14,20136
12091,15,19986
11994,16,19851
12167,17,20428
12014,18,21023
12104,19,20662
12099,20,20056
11932,21,19481
11870,22,18494
11806,23,17570
11745,24,16531
11285,1,12949
10880,2,11840
10269,3,11105
10135,4,10784
10759,5,11432
11477,6,13314
11798,7,15338
11858,8,16344
11650,9,17286
11482,10,18348
11429,11,19085
11608,12,19751
11530,13,20222
11334,14,20312
11521,15,20259
11577,16,19837
11758,17,20633
11852,18,21177
11874,19,20683
11708,20,20408
11642,21,19850
11613,22,19210
11411,23,17729
11447,24,16779
10956,1,13895
10375,2,12405
9988,3,11484
9901,4,11218
10439,5,11916
11214,6,13192
11293,7,14661
11308,8,16090
11297,9,17413
11217,10,18356
11256,11,19050
11278,12,19937
11125,13,20035
11188,14,20006
11262,15,20280
11382,16,19854
11521,17,20614
11625,18,21107
11560,19,20539
11554,20,20158
11539,21,19086
11616,22,18955
11585,23,18117
11552,24,16862
11182,1,13878
10928,2,12293
10400,3,11250
10177,4,10986
10713,5,11800
11277,6,13023
11501,7,14462
11594,8,16397
11621,9,17177
11628,10,18454
11736,11,18852
11757,12,19749
11789,13,19839
11970,14,20477
12108,15,20109
12367,16,20263
12454,17,20687
12614,18,21114
12606,19,20660
12503,20,20385
12435,21,20040
12510,22,19959
12348,23,19007
12112,24,17729
11409,1,13848
10898,2,12955
10506,3,11533
10473,4,11306
10943,5,11910
11674,6,13502
11915,7,15170
12359,8,17504
12511,9,18626
12590,10,19759
12491,11,20142
12364,12,20154
12478,13,20652
12452,14,20763
12353,15,20695
12181,16,20838
12311,17,21655
12263,18,22135
12189,19,21186
11911,20,20709
11940,21,20510
11775,22,19814
11774,23,18637
11472,24,17215
11311,1,13685
11164,2,12650
10613,3,11764
10524,4,11313
11131,5,11881
11635,6,12871
11901,7,14779
12220,8,16804
12284,9,17844
12245,10,18595
12396,11,18935
12101,12,19419
12454,13,20009
12570,14,20109
12500,15,20083
12621,16,19599
12923,17,20193
13222,18,20604
13154,19,20064
12993,20,19752
12809,21,19457
12634,22,18846
12278,23,17961
11961,24,16440
11163,1,14435
10815,2,12920
10366,3,11881
10347,4,11571
10991,5,12417
11654,6,14218
11997,7,16567
12116,8,17922
11961,9,18690
11985,10,19430
11973,11,19733
12032,12,19523
11844,13,20187
11984,14,20224
11860,15,20415
11771,16,20287
12270,17,20937
12467,18,21813
12543,19,21385
12517,20,21088
12501,21,19993
12180,22,19972
11923,23,18752
11810,24,17009
11076,1,14074
10889,2,12563
10535,3,11713
10467,4,11628
10965,5,12548
11273,6,14095
11439,7,16424
11364,8,17509
11327,9,18366
11315,10,18898
11610,11,19241
11694,12,19550
11821,13,19487
11990,14,19704
11900,15,19727
11791,16,19553
11962,17,20511
12097,18,21214
12200,19,21110
12255,20,20887
12208,21,20562
12018,22,19831
11772,23,18639
11772,24,17280
11146,1,14219
10857,2,12822
10726,3,12018
10546,4,11843
10955,5,12617
11369,6,14275
11432,7,16550
11867,8,18100
12053,9,19397
12069,10,20354
12050,11,20470
12273,12,20996
12268,13,20777
12329,14,21554
12268,15,20983
12160,16,21065
12412,17,21549
12726,18,22224
12702,19,21565
12626,20,21467
12529,21,20916
12389,22,19931
11985,23,18738
11749,24,17856
11276,1,14794
10776,2,13278
10686,3,12325
10667,4,11697
10954,5,12246
11418,6,13463
11714,7,15478
11697,8,17124
11895,9,18745
12109,10,19830
12229,11,20663
12268,12,21070
12075,13,21164
12142,14,21336
12249,15,21494
12240,16,21032
12420,17,21576
12577,18,22120
12587,19,21723
12387,20,21565
12323,21,20844
12224,22,20080
11867,23,18919
11576,24,17477
10945,1,14851
10880,2,13534
10750,3,12560
10598,4,12279
11029,5,12551
11461,6,14335
11891,7,15990
12067,8,17435
12039,9,19211
12059,10,20427
12367,11,20893
12601,12,21772
12760,13,21629
12549,14,21762
12765,15,22245
12756,16,21892
12848,17,22556
13304,18,23469
13445,19,22879
13541,20,22419
13530,21,21652
13474,22,20783
13015,23,19629
12567,24,18440
11649,1,15403
11180,2,14289
10809,3,13018
10945,4,13059
11461,5,13717
12132,6,15218
12828,7,17738
12783,8,18774
12382,9,20038
12496,10,20683
12934,11,21081
13122,12,21844
13001,13,22110
12869,14,22027
13034,15,22322
13554,16,21964
13856,17,22394
13964,18,23335
14091,19,22838
14193,20,22251
14035,21,21500
13836,22,21295
13234,23,19904
12291,24,18434
11510,1,14800
10969,2,13594
10708,3,12636
10773,4,12562
11390,5,13284
12480,6,15060
13303,7,17433
13410,8,18685
13588,9,19862
13508,10,20582
13729,11,21480
13797,12,21406
14017,13,21568
13874,14,21309
13893,15,21539
13927,16,21923
13877,17,22560
14272,18,22766
14295,19,22632
14227,20,21876
14225,21,21403
14130,22,20716
13630,23,19396
13274,24,17758
11588,1,14408
11081,2,13285
10845,3,12414
10876,4,12155
11314,5,12965
11842,6,14715
12383,7,17350
13009,8,18488
13004,9,19491
12921,10,19846
13244,11,20436
13525,12,20829
13654,13,21441
13673,14,21447
13685,15,21071
13790,16,21208
13987,17,21417
14169,18,22433
14193,19,22343
14119,20,21934
13932,21,21406
13338,22,20510
12898,23,19043
12873,24,17737
11835,1,14829
11284,2,13893
10726,3,13191
10603,4,13086
11223,5,13671
11916,6,15546
12355,7,17568
12598,8,19394
12613,9,20288
12721,10,20844
13145,11,21373
13241,12,21743
13212,13,22206
13354,14,22338
13575,15,22225
13569,16,22339
13784,17,23105
14159,18,23569
14232,19,22635
13960,20,22179
13829,21,21024
13398,22,20673
13030,23,19513
12826,24,18263
11676,1,15350
11231,2,14075
10810,3,13278
10774,4,12763
11151,5,13600
11953,6,15016
12231,7,16919
12624,8,18596
13146,9,19852
13175,10,20677
13317,11,21278
13429,12,21393
13058,13,21595
12656,14,22062
12313,15,22266
12902,16,22017
13704,17,22930
13931,18,23663
13982,19,22778
13833,20,22196
13841,21,21925
13575,22,20611
12936,23,19067
12313,24,17855
10690,1,14589
10102,2,13456
9797,3,12664
9787,4,12506
10268,5,13053
11099,6,14580
12028,7,16042
12603,8,17558
12894,9,19565
13187,10,20332
13368,11,20786
13451,12,20904
13566,13,20642
13564,14,19957
13469,15,19777
13570,16,19999
14048,17,21333
14254,18,21537
14334,19,20890
14230,20,20047
14105,21,19981
13885,22,19310
13303,23,17808
12934,24,16762
11422,1,13694
10829,2,12285
10379,3,11625
10399,4,11479
11105,5,12287
12068,6,13741
12234,7,15669
12504,8,17171
12772,9,18315
12851,10,19677
13033,11,20134
12866,12,20696
12540,13,21032
12297,14,21022
12008,15,20679
12140,16,20509
12782,17,21359
13426,18,22001
13606,19,21795
13566,20,21708
13481,21,21014
13110,22,20304
12674,23,18557
12414,24,17623
11223,1,14310
10802,2,13044
10518,3,12413
10476,4,12006
11041,5,12971
11999,6,14980
12573,7,17003
12563,8,18278
12569,9,19243
12461,10,19694
12570,11,20378
12586,12,21132
12597,13,21019
12672,14,20872
12730,15,20700
12898,16,20510
13149,17,21051
13470,18,21965
13437,19,22000
13407,20,22062
13299,21,20786
12927,22,20006
12573,23,18375
12283,24,17162
10926,1,14411
10076,2,13270
9675,3,12361
9742,4,12135
10461,5,12778
11781,6,14604
12341,7,17319
12725,8,18346
12692,9,19710
12653,10,20018
12919,11,20322
13013,12,20580
12721,13,20774
12623,14,20914
12610,15,20848
12581,16,20667
12734,17,21546
13018,18,22072
13015,19,21785
13145,20,21582
13094,21,20789
12765,22,20243
11996,23,18826
11595,24,17429
10411,1,13467
9807,2,11953
9461,3,11184
9219,4,11241
9640,5,12139
11023,6,14011
11945,7,16190
12135,8,17436
12099,9,18399
12018,10,18958
12090,11,19793
12202,12,20101
12621,13,19740
12727,14,20225
12837,15,20226
13068,16,19787
13053,17,20555
13147,18,21691
13289,19,21450
13307,20,21053
13127,21,20516
12875,22,19363
12546,23,17837
12415,24,16951
11282,1,13415
10876,2,12276
10530,3,11236
10527,4,10905
10968,5,11588
11879,6,13769
12385,7,15735
12434,8,17161
12511,9,18666
11733,10,19782
12200,11,20431
12537,12,20707
12674,13,21812
12830,14,22101
12895,15,22042
12921,16,21792
13059,17,22161
13331,18,22705
13411,19,22190
13289,20,22347
13089,21,21849
13004,22,20777
12555,23,19435
12484,24,18226
11818,1,15350
11243,2,14759
10903,3,13994
10798,4,13704
11168,5,14494
11865,6,15916
12102,7,17292
12433,8,18005
12565,9,18228
12903,10,18832
13202,11,19181
13305,12,19665
13280,13,19666
13274,14,19685
13161,15,19453
13311,16,19649
13515,17,21133
13617,18,22608
13569,19,22103
13478,20,21255
13205,21,20588
12881,22,19398
12561,23,18136
12238,24,17002
11513,1,15890
10712,2,15149
10218,3,14349
10056,4,14154
10573,5,14775
11535,6,16017
12308,7,17182
12716,8,18478
12792,9,18902
12866,10,19078
13276,11,19397
13206,12,19632
13187,13,19538
13205,14,19261
13233,15,18646
13435,16,18792
13564,17,20281
13717,18,21671
13785,19,21299
13761,20,20553
13651,21,19834
13589,22,18827
13362,23,17488
13246,24,16549
12133,1,14818
11863,2,14137
11491,3,13337
11382,4,13107
11852,5,13851
12593,6,15147
13146,7,16501
13430,8,17650
13377,9,18454
13174,10,19393
13213,11,19892
13252,12,20457
13240,13,20474
13262,14,20507
13302,15,19805
13366,16,19908
13501,17,21222
13517,18,22768
13634,19,22106
13566,20,21176
13572,21,20309
13390,22,19097
13269,23,17767
12750,24,16707
11980,1,14789
11630,2,14307
11431,3,13484
11380,4,13228
11776,5,14233
12387,6,15633
12821,7,16833
12980,8,17794
12969,9,18541
12573,10,19511
12919,11,19727
13133,12,20291
13232,13,20302
13253,14,20365
13248,15,19683
13285,16,19762
13347,17,21337
12969,18,22886
12910,19,22304
12823,20,21753
12748,21,20945
12662,22,20013
12480,23,18636
11986,24,17466
11485,1,15825
11143,2,15230
10857,3,14398
10979,4,14220
11304,5,15141
11830,6,16421
12221,7,17619
12169,8,18462
12140,9,19036
12125,10,19284
12111,11,19430
12327,12,19699
12441,13,19757
12466,14,19622
12402,15,19104
12432,16,19103
12551,17,20750
12681,18,22292
12687,19,21647
12695,20,21126
12556,21,20348
12348,22,19581
12144,23,18181
11902,24,17163
11161,1,15561
10951,2,14896
10966,3,14098
10942,4,13953
11218,5,14781
11378,6,15996
11993,7,17290
12147,8,18088
12108,9,18746
12191,10,19036
12309,11,19302
12709,12,19611
12854,13,19797
12859,14,19749
12766,15,18977
12753,16,19011
12959,17,20343
13095,18,21719
13010,19,20895
13192,20,20169
13199,21,19507
12987,22,18543
12705,23,17221
12010,24,16248
11641,1,14665
11286,2,14020
11085,3,13313
11085,4,13047
11619,5,13642
12089,6,14864
12500,7,16164
12629,8,17010
12854,9,17524
12807,10,18498
12925,11,18981
12789,12,19531
13116,13,19670
13170,14,19838
13044,15,19079
12981,16,19276
13328,17,20740
13857,18,22074
13918,19,21359
13738,20,20618
13608,21,19867
13287,22,18733
13030,23,17460
12600,24,16258
11788,1,14583
11273,2,13922
10994,3,13225
10866,4,12910
11413,5,13601
12108,6,15063
12739,7,16307
13161,8,17082
13229,9,17602
13164,10,18021
13235,11,18421
13264,12,18663
13169,13,18882
12947,14,18859
12859,15,18225
13075,16,18396
12933,17,19859
13038,18,21276
12988,19,20470
12866,20,19742
12398,21,19200
12192,22,18000
12069,23,16808
11808,24,15813
10885,1,14207
10502,2,13557
10285,3,12824
10224,4,12607
10769,5,12962
11506,6,14126
12019,7,15259
12043,8,16305
12380,9,16946
12561,10,17607
12802,11,17925
12879,12,18244
12897,13,18244
12894,14,18243
12893,15,17635
12994,16,17638
13201,17,18770
13439,18,20282
13375,19,19631
13321,20,18877
13221,21,18055
12895,22,17034
12659,23,15836
12411,24,14683
11600,1,13361
10988,2,12886
10700,3,12268
10740,4,12107
11256,5,12604
12041,6,13843
12571,7,14925
12804,8,15986
12770,9,16699
12753,10,17605
12843,11,18270
12782,12,18977
13041,13,19080
13155,14,19176
13013,15,18556
13160,16,18675
13275,17,19928
13403,18,21257
13321,19,20483
13382,20,19666
13269,21,19023
12974,22,17871
12705,23,16626
12784,24,15712
11608,1,14009
11201,2,13416
10968,3,12722
10956,4,12456
11624,5,13088
12663,6,14326
13574,7,15608
13542,8,16364
13516,9,16820
13701,10,17573
13860,11,17991
13946,12,18563
13975,13,18704
14034,14,18659
14186,15,18078
14236,16,18284
14477,17,19694
14688,18,21223
14610,19,20515
14489,20,19732
14592,21,18967
14449,22,17885
13715,23,16754
13155,24,15761
11957,1,14020
11351,2,13382
11171,3,12839
11151,4,12473
11797,5,12987
12803,6,14990
13738,7,16757
13663,8,17519
13737,9,18133
13449,10,18544
13254,11,19013
13245,12,19114
13403,13,19027
13415,14,18978
13421,15,18544
13503,16,18579
13831,17,19872
13909,18,21114
13976,19,20319
13891,20,19620
13768,21,18949
13510,22,17840
13160,23,16661
12714,24,15519
11676,1,13997
10888,2,13312
10826,3,12845
10924,4,12766
11498,5,13535
12500,6,14896
13002,7,16580
12786,8,17196
12384,9,17751
12053,10,18118
12103,11,18589
12300,12,18976
12560,13,18865
12855,14,18928
13015,15,18254
13088,16,18235
13594,17,19360
13823,18,20676
13864,19,19956
13845,20,19222
13902,21,18564
13609,22,17533
13063,23,16275
12686,24,15074
11464,1,13552
10958,2,12990
10568,3,12483
9994,4,12493
10892,5,13214
11940,6,14542
12539,7,16278
12907,8,16858
12778,9,17345
12593,10,17609
12875,11,18009
13090,12,18231
13216,13,18131
13312,14,18104
13253,15,17667
13269,16,17633
13742,17,18778
14394,18,20117
14371,19,19475
13937,20,18780
13706,21,18235
13342,22,17264
12581,23,15897
12268,24,14922
10794,1,13359
10307,2,12698
9979,3,12211
9847,4,12148
10358,5,12836
11371,6,14178
12424,7,15990
13243,8,16665
13726,9,17024
13851,10,17239
13834,11,17567
13589,12,17760
13491,13,17546
13399,14,17344
13157,15,16889
12963,16,16894
13273,17,17986
13962,18,19346
13911,19,18663
13747,20,18041
13456,21,17391
12987,22,16443
12182,23,15199
11381,24,14405
10309,1,12473
9529,2,11741
9250,3,11280
9234,4,11227
10051,5,11850
11444,6,12962
12468,7,14646
13072,8,15806
13128,9,16503
13125,10,16943
12944,11,17256
12772,12,17196
13302,13,16880
13430,14,16751
13124,15,16346
13133,16,16365
13695,17,17268
14252,18,18789
14355,19,17958
14135,20,17506
13831,21,16827
13214,22,15923
12186,23,14559
11863,24,13520
10222,1,11713
9376,2,11084
9012,3,10731
9113,4,10611
10067,5,11336
11817,6,12551
13405,7,14281
13840,8,15441
13818,9,16044
13701,10,16351
14037,11,16645
14407,12,16742
14625,13,17066
14518,14,17157
14495,15,16644
14578,16,16615
15100,17,17587
15596,18,19795
15602,19,18237
15490,20,17596
15108,21,17027
14357,22,15976
13380,23,14484
12755,24,13552
11552,1,11907
10993,2,11292
10577,3,10890
10677,4,10912
11585,5,11819
12986,6,13369
14258,7,15726
14537,8,16611
13983,9,17185
13608,10,17567
13741,11,18054
